iter	Logloss
295	0.042767317
296	0.04256607563
297	0.0424221229
298	0.04228097456
299	0.04205095406
300	0.04185801189
301	0.04162845725
302	0.04140949348
303	0.04121216183
304	0.04106184155
305	0.04091270801
306	0.04071112939
307	0.0405341229
308	0.04027132893
309	0.04008244834
310	0.03990051808
311	0.03969808768
312	0.03948410931
313	0.03933972561
314	0.03913834091
315	0.03902509528
316	0.03890223213
317	0.03873294315
318	0.03848405136
319	0.0383130344
320	0.03817055224
321	0.03797496281
322	0.03777078732
323	0.03761819612
324	0.03743658264
325	0.0372303343
326	0.03706402907
327	0.03687708357
328	0.03664465361
329	0.03646378684
330	0.03624444161
331	0.03600846754
332	0.03580026199
333	0.03567777988
334	0.03550087831
335	0.03534218136
336	0.0351046664
337	0.03498151818
338	0.03488090696
339	0.0347368822
340	0.03454912729
341	0.03439175705
342	0.03423211263
343	0.03408548624
344	0.0339100682
345	0.03375714428
346	0.03361521424
347	0.03354098777
348	0.03339837167
349	0.03324284184
350	0.0330799762
351	0.03304300313
352	0.03290065358
353	0.03274966722
354	0.03259197173
355	0.03247110427
356	0.03236505448
357	0.03219633368
358	0.03204641973
359	0.0319119676
360	0.03177235362
361	0.03163335716
362	0.0315237244
363	0.0314040281
364	0.03130037966
365	0.03113723842
366	0.03105247814
367	0.03089730714
368	0.03076634062
369	0.03063907547
370	0.03053778161
371	0.03041328358
372	0.03029954338
373	0.03016780833
374	0.03006742033
375	0.02992306729
376	0.02979092421
377	0.02966326908
378	0.02948664426
379	0.02940218127
380	0.02928303973
381	0.0291983229
382	0.02903541751
383	0.02897656308
384	0.02884144582
385	0.0287421244
386	0.02862405371
387	0.0285022549
388	0.02840014212
389	0.02830429008
390	0.02822347384
391	0.02813616623
392	0.02804077597
393	0.02794948002
394	0.02784392658
395	0.02776178476
396	0.02767791548
397	0.02754246982
398	0.0274665238
399	0.02735038835
400	0.02722317891
401	0.02715733983
402	0.02707451488
403	0.02697856814
404	0.02688782638
405	0.02675600131
406	0.02667739065
407	0.02658311143
408	0.02647440904
409	0.02636569785
410	0.02626913215
411	0.02618141098
412	0.02607335754
413	0.02599008236
414	0.02588710996
415	0.02575112561
416	0.0256711423
417	0.02558458296
418	0.02548902911
419	0.02539147726
420	0.02529641998
421	0.02518336871
422	0.02510482345
423	0.02504162702
424	0.02496503149
425	0.02486189716
426	0.02474811572
427	0.02467338662
428	0.02460025712
429	0.02451113171
430	0.02442753494
431	0.0243704335
432	0.02429946826
433	0.02422767082
434	0.02415488346
435	0.02404847245
436	0.02397455701
437	0.02387523711
438	0.02382801311
439	0.02376220346
440	0.02367074848
441	0.02360791185
442	0.02353668887
443	0.02345324536
444	0.02337055012
445	0.02328102951
446	0.02321649955
447	0.02313113567
448	0.02303292119
449	0.02297266378
450	0.02291167919
451	0.02283618688
452	0.02273978986
453	0.02265967271
454	0.02260510308
455	0.02255515166
456	0.02248907288
457	0.0223850726
458	0.02231773235
459	0.022262757
460	0.02216778393
461	0.02211259865
462	0.02205261023
463	0.02197558743
464	0.02191492906
465	0.02185790118
466	0.02177687386
467	0.02171089547
468	0.02165831244
469	0.02158371251
470	0.02153186275
471	0.0214742336
472	0.02139447275
473	0.02133406108
474	0.02127107458
475	0.02119424634
476	0.02112454637
477	0.02106803803
478	0.02102297726
479	0.0209548217
480	0.0208871098
481	0.02083387391
482	0.02075884194
483	0.02069633179
484	0.02060823927
485	0.02055459844
486	0.02049995675
487	0.02045197659
488	0.0203941187
489	0.02034782776
490	0.02028507492
491	0.02023359929
492	0.0201692982
493	0.02008628275
494	0.02001359586
495	0.01994921425
496	0.01989173885
497	0.01984037455
498	0.01978307099
499	0.01972146629
500	0.01966069907
501	0.01961644527
502	0.0195484413
503	0.01951284456
504	0.01945712404
505	0.0193894728
506	0.01933368305
507	0.01927465052
508	0.01922963767
509	0.01918027605
510	0.01911455524
511	0.01905799666
512	0.01901595806
513	0.01895733437
514	0.01890571288
515	0.01886070885
516	0.01878595742
517	0.01870928631
518	0.01866162095
519	0.01859245751
520	0.01854452579
521	0.01850451561
522	0.01846117679
523	0.01840757546
524	0.01835248471
525	0.01831128445
526	0.01827289785
527	0.0182088016
528	0.01815819367
529	0.01810696819
530	0.01806615405
531	0.01802234146
532	0.0179596994
533	0.01790014881
534	0.01786745395
535	0.0178244468
536	0.01778832165
537	0.0177303671
538	0.01768061428
539	0.01763348458
540	0.01759271299
541	0.01755513745
542	0.01750047221
543	0.01745410764
544	0.01741716634
545	0.01737196223
546	0.01732009758
547	0.01727348884
548	0.01722690203
549	0.01718024494
550	0.01714812923
551	0.01709687674
552	0.01705216116
553	0.01700409615
554	0.0169716444
555	0.01693178484
556	0.01688888818
557	0.01685123274
558	0.01681625491
559	0.01676555708
560	0.01674058933
561	0.01669264237
562	0.01665778945
563	0.01662166531
564	0.01657039069
565	0.01653563516
566	0.01649445734
567	0.01645860407
568	0.01640892206
569	0.01636611258
570	0.01632957281
571	0.01629578623
572	0.01624754565
573	0.01621389969
574	0.01616944063
575	0.0161307147
576	0.01608499778
577	0.01603759678
578	0.01599149949
579	0.0159600416
580	0.01591946158
581	0.01588698517
582	0.01585006511
583	0.0158044275
584	0.01576459359
585	0.01572442802
586	0.01568805056
587	0.01564373127
588	0.01560484923
589	0.01557413305
590	0.01553574216
591	0.01549247836
592	0.01546468921
593	0.01543190443
594	0.01539729092
595	0.01536228375
596	0.01533089817
597	0.01530006018
598	0.01526794855
599	0.01523733011
600	0.01520597364
601	0.01518130194
602	0.01515658835
603	0.01512011931
604	0.01509372307
605	0.01505358417
606	0.01502034782
607	0.01499207336
608	0.01497321442
609	0.01494671585
610	0.01490462028
611	0.0148670121
612	0.01482344443
613	0.01478288674
614	0.01475502011
615	0.01472014545
616	0.01469775369
617	0.01465978079
618	0.01462395223
619	0.0145985791
620	0.01457176383
621	0.01453622696
622	0.01450271989
623	0.01446759874
624	0.01444869729
625	0.01442908304
626	0.01440041426
627	0.01437047205
628	0.01434295138
629	0.01431693669
630	0.01428299066
631	0.01424723822
632	0.01421677422
633	0.01418110792
634	0.01414651414
635	0.01412518784
636	0.01410377814
637	0.01408071899
638	0.01405260573
639	0.01401986326
640	0.01400159494
641	0.01396934281
642	0.01394232713
643	0.01391340221
644	0.01388882983
645	0.01386572055
646	0.01383912653
647	0.01380985717
648	0.01378390585
649	0.01375056555
650	0.01371475199
651	0.01369117894
652	0.01365861742
653	0.0136345534
654	0.01361148751
655	0.0135848163
656	0.01355534668
657	0.01352338227
658	0.01348514344
659	0.01345567867
660	0.01342904686
661	0.01339265098
662	0.01337003259
663	0.01334947308
664	0.01333094984
665	0.01331268346
666	0.01329478782
667	0.01326378339
668	0.01323675073
669	0.01321393003
670	0.01319016411
671	0.01316359931
672	0.01313871614
673	0.01311727143
674	0.01309041611
675	0.01306221485
676	0.01303076485
677	0.01300445735
678	0.01297693815
679	0.01294685373
680	0.01292513248
681	0.01289619884
682	0.01286737993
683	0.01284006078
684	0.01283101974
685	0.01281236908
686	0.01278594461
687	0.01276016144
688	0.01273955775
689	0.01271598907
690	0.01269462847
691	0.01266998835
692	0.01264975232
693	0.01262880619
694	0.01260906322
695	0.01258183444
696	0.01255523694
697	0.01253552342
698	0.01251663833
699	0.0124955711
700	0.01247603347
701	0.01244597166
702	0.01242055901
703	0.01240373235
704	0.01238317735
705	0.01235446868
706	0.01232705107
707	0.01229851205
708	0.01226689737
709	0.0122488602
710	0.01222592602
711	0.01220501104
712	0.01218410516
713	0.01216046853
714	0.01213829007
715	0.01211577717
716	0.01209515753
717	0.01207597275
718	0.01205183256
719	0.01203675824
720	0.01201305002
721	0.01199154089
722	0.01196358222
723	0.01193475041
724	0.01190609205
725	0.01188047679
726	0.01185620411
727	0.01183575521
728	0.01180954734
729	0.01178123813
730	0.01175727188
731	0.01173443287
732	0.01171713642
733	0.01169846252
734	0.01167263923
735	0.01165919021
736	0.01163882081
737	0.01161772706
738	0.01160088956
739	0.01158079052
740	0.01156126024
741	0.0115411014
742	0.01151570095
743	0.01149557058
744	0.01147701496
745	0.01146202305
746	0.01144343595
747	0.01142882411
748	0.01140568166
749	0.01139001686
750	0.0113716199
751	0.01134531539
752	0.01131904231
753	0.01130357046
754	0.01128956705
755	0.01127148614
756	0.0112544349
757	0.01123531117
758	0.01121621267
759	0.01119391778
760	0.01117116638
761	0.01115878215
762	0.0111420202
763	0.0111269519
764	0.01110957906
765	0.0110869454
766	0.0110659327
767	0.01104220186
768	0.01101720762
769	0.01099515115
770	0.01097247251
771	0.01095526048
772	0.01093858289
773	0.01091494865
774	0.01089237425
775	0.0108740417
776	0.01085747108
777	0.01084183535
778	0.01082033197
779	0.01079427633
780	0.0107689264
781	0.01074989918
782	0.01072533998
783	0.01070020796
784	0.01068175573
785	0.01066490125
786	0.01064610044
787	0.01062426324
788	0.01060769916
789	0.01058394408
790	0.01057151589
791	0.01055463728
792	0.01053892239
793	0.01051869936
794	0.01049830901
795	0.01048804443
796	0.01047407671
797	0.01045831372
798	0.0104447475
799	0.01042267378
800	0.01040159082
801	0.01038653669
802	0.01036353733
803	0.01034957234
804	0.01033646288
805	0.01030946553
806	0.01029618814
807	0.01028062307
808	0.01025800278
809	0.01024141098
810	0.0102143944
811	0.01020092242
812	0.01018201444
813	0.01016398243
814	0.01014742829
815	0.01013600175
816	0.01011873011
817	0.01008902355
818	0.01007568473
819	0.01005799056
820	0.0100403089
821	0.01001865025
822	0.01000176481
823	0.009986859446
824	0.009968234107
825	0.00995579069
826	0.009937282748
827	0.009921882917
828	0.009905447117
829	0.009888017173
830	0.009873574172
831	0.009860447966
832	0.0098469049
833	0.009829531951
834	0.009813326038
835	0.009797073716
836	0.009780534886
837	0.009766116511
838	0.009752886589
839	0.00974194525
840	0.009724882789
841	0.009710400157
842	0.009694022061
843	0.009678229897
844	0.009660197083
845	0.009641808096
846	0.009624354572
847	0.009611972419
848	0.009593762584
849	0.009577461522
850	0.009563563673
851	0.009551084443
852	0.009536735444
853	0.009521663016
854	0.009505767333
855	0.009489414136
856	0.009473562903
857	0.009463409428
858	0.009446625086
859	0.009432852622
860	0.00941349646
861	0.009399109051
862	0.009382251057
863	0.009366577645
864	0.00934695972
865	0.009333034523
866	0.009317913924
867	0.009298256556
868	0.009286880104
869	0.009274517194
870	0.009256771762
871	0.009242982134
872	0.009229290415
873	0.009213101369
874	0.009197381287
875	0.009185260016
876	0.009174257678
877	0.009162905391
878	0.009152876171
879	0.009142149298
880	0.009120944453
881	0.009105819351
882	0.009088772576
883	0.009073501811
884	0.00906114834
885	0.009050959883
886	0.009039078212
887	0.009024913715
888	0.009010572837
889	0.008998682823
890	0.00898691286
891	0.008975530374
892	0.008966935452
893	0.008956405584
894	0.008949396974
895	0.008929963928
896	0.008915625251
897	0.008902395783
898	0.008890320027
899	0.008872344085
900	0.008856382964
901	0.008846391854
902	0.008834195604
903	0.0088209237
904	0.008804597707
905	0.008789273518
906	0.008774465227
907	0.008760597699
908	0.008748898394
909	0.008736977777
910	0.00872486321
911	0.008712882265
912	0.008703578706
913	0.008692867531
914	0.008682991771
915	0.008673071707
916	0.008656309425
917	0.008643008572
918	0.00863277032
919	0.008622568686
920	0.008609750847
921	0.008593393936
922	0.00857995337
923	0.008565045882
924	0.008553568747
925	0.008539683486
926	0.008524546669
927	0.00851133801
928	0.008500548022
929	0.008487243983
930	0.008474502374
931	0.008461743389
932	0.008446679666
933	0.008435944315
934	0.008422007284
935	0.00840813281
936	0.008399058099
937	0.008383421978
938	0.00837328141
939	0.008359452606
940	0.008349751115
941	0.008340353054
942	0.008330448565
943	0.008319649545
944	0.008303085184
945	0.008294180597
946	0.008280418251
947	0.008266948518
948	0.00825755489
949	0.008244718933
950	0.008231619592
951	0.008222838233
952	0.008216034894
953	0.008203606433
954	0.008194671378
955	0.008186047081
956	0.008177391569
957	0.008168005712
958	0.008157907173
959	0.008145311189
960	0.008137559257
961	0.008127951086
962	0.008118625442
963	0.008106901668
964	0.008098169907
965	0.008089706891
966	0.008079923235
967	0.008066330532
968	0.008058981435
969	0.008047047387
970	0.008035777987
971	0.008025735451
972	0.008012042111
973	0.008003899162
974	0.007992958769
975	0.007980726671
976	0.007969645853
977	0.007955997112
978	0.007944778443
979	0.007930716026
980	0.007924816421
981	0.007916541254
982	0.007903595755
983	0.007892909671
984	0.007879876112
985	0.007871885072
986	0.0078626875
987	0.007854456678
988	0.007846911522
989	0.007838285817
990	0.00783130545
991	0.007821641955
992	0.007804309626
993	0.007795018155
994	0.007787111689
995	0.00777835372
996	0.007766444913
997	0.007758177332
998	0.007750507994
999	0.00774320312
1000	0.007733895655
1001	0.007722821356
1002	0.00771183307
1003	0.007702975357
1004	0.007695411178
1005	0.007684240595
1006	0.007673995492
1007	0.007664795723
1008	0.007655931798
1009	0.007648448741
1010	0.007643451006
1011	0.007631566418
1012	0.007619229696
1013	0.007607258937
1014	0.007595212206
1015	0.007586892375
1016	0.007573489712
1017	0.007560628293
1018	0.007550383683
1019	0.00753777625
1020	0.007525032452
1021	0.007517891797
1022	0.007506974719
1023	0.007495706782
1024	0.007489245878
1025	0.007479327254
1026	0.007474179537
1027	0.007465576915
1028	0.007455120791
1029	0.00744947048
1030	0.007438813571
1031	0.007431165261
1032	0.007422459916
1033	0.007415340093
1034	0.007407122461
1035	0.007398559019
1036	0.007388718873
1037	0.007375535828
1038	0.007367543618
1039	0.00735766137
1040	0.007347409941
1041	0.007337333792
1042	0.007328219669
1043	0.00731776074
1044	0.007308983059
1045	0.007303689002
1046	0.007295452647
1047	0.007285588213
1048	0.007275125416
1049	0.007267431114
1050	0.007256143977
1051	0.007248063818
1052	0.00724116525
1053	0.007233338465
1054	0.007225619042
1055	0.007215497588
1056	0.007208677717
1057	0.007200870499
1058	0.007189974941
1059	0.007181848927
1060	0.007169813558
1061	0.007162753539
1062	0.007152604039
1063	0.007146921628
1064	0.00713819396
1065	0.007130020396
1066	0.007120324278
1067	0.007112692724
1068	0.007105313878
1069	0.007099024694
1070	0.007091557778
1071	0.007083736691
1072	0.007076426494
1073	0.007066431782
1074	0.007058025303
1075	0.007051665032
1076	0.007041046573
1077	0.007033218091
1078	0.00702162619
1079	0.007015637942
1080	0.007009407153
1081	0.006999982804
1082	0.006994479546
1083	0.006985393953
1084	0.006979516086
1085	0.006972385701
1086	0.006962945352
1087	0.006953901935
1088	0.00694661884
1089	0.006935167351
1090	0.006927092346
1091	0.006919104564
1092	0.006910996331
1093	0.0069016772
1094	0.006890579442
1095	0.006881311503
1096	0.006872326322
1097	0.006864449309
1098	0.006858425373
1099	0.006849394184
1100	0.00684271332
1101	0.006834936861
1102	0.006829019215
1103	0.006811717766
1104	0.006804590635
1105	0.006797167677
1106	0.006789386786
1107	0.006781211589
1108	0.006769785567
1109	0.006762129276
1110	0.006752240849
1111	0.006744903722
1112	0.00673939717
1113	0.0067336101
1114	0.006727999274
1115	0.006721123218
1116	0.006714209791
1117	0.006708193855
1118	0.006703592587
1119	0.006695364377
1120	0.006685371268
1121	0.006677657864
1122	0.006670185042
1123	0.006660800962
1124	0.006655061981
1125	0.006648257727
1126	0.006641995077
1127	0.006636951979
1128	0.00662815009
1129	0.006621642004
1130	0.006615811207
1131	0.006609622632
1132	0.006603834119
1133	0.006594788427
1134	0.006588052876
1135	0.006581183032
1136	0.006574394276
1137	0.006560555994
1138	0.00655284438
1139	0.006547173106
1140	0.006537867052
1141	0.006532092748
1142	0.006526699682
1143	0.006515464266
1144	0.006511545709
1145	0.006506080797
1146	0.006497405997
1147	0.006490399432
1148	0.006482188813
1149	0.006476533497
1150	0.006470848083
1151	0.00646458464
1152	0.006459012487
1153	0.006453695967
1154	0.006447359425
1155	0.006440465102
1156	0.006431335972
1157	0.006427063112
1158	0.006421473087
1159	0.006413150606
1160	0.006403636863
1161	0.00639412107
1162	0.006387757313
1163	0.006381072048
1164	0.006373654127
1165	0.006367958114
1166	0.006360702832
1167	0.006354266437
1168	0.006347234532
1169	0.00634332336
1170	0.006336924483
1171	0.00632917099
1172	0.00632434464
1173	0.006318356973
1174	0.00631453246
1175	0.006307156189
1176	0.006300927973
1177	0.006296120572
1178	0.006290923721
1179	0.0062849445
1180	0.006277855526
1181	0.006270604528
1182	0.006264442768
1183	0.006259101124
1184	0.006253748235
1185	0.006247741649
1186	0.006243705551
1187	0.006238598072
1188	0.006231279441
1189	0.006227208738
1190	0.00622151773
1191	0.006212696169
1192	0.006207711425
1193	0.006201838949
1194	0.006196550884
1195	0.006191179759
1196	0.006184157552
1197	0.006179454203
1198	0.006175371612
1199	0.006168467435
1200	0.006163620632
1201	0.006160517137
1202	0.006158282769
1203	0.006152465728
1204	0.006145605885
1205	0.006140676102
1206	0.006133557723
1207	0.006123284952
1208	0.006116509805
1209	0.006111202867
1210	0.006104314996
1211	0.006098704988
1212	0.006093847569
1213	0.00608738003
1214	0.006081663442
1215	0.006075844773
1216	0.006068650724
1217	0.006062010884
1218	0.006057699729
1219	0.006051267307
1220	0.00604477249
1221	0.006040019618
1222	0.006036751898
1223	0.006031636772
1224	0.006026610767
1225	0.006020765655
1226	0.006015405167
1227	0.006007826935
1228	0.006002621998
1229	0.005996842207
1230	0.005992850287
1231	0.005987814429
1232	0.005983311462
1233	0.005977986344
1234	0.005972912175
1235	0.005967316649
1236	0.005962763894
1237	0.005957064962
1238	0.005952582747
1239	0.005945753637
1240	0.005940654088
1241	0.005934757059
1242	0.005928697919
1243	0.005923957168
1244	0.005917303737
1245	0.005905875099
1246	0.005898173935
1247	0.005891203265
1248	0.00588475441
1249	0.00587536116
1250	0.005869359284
1251	0.005863921392
1252	0.005857518911
1253	0.005852031575
1254	0.005849215444
1255	0.005843382912
1256	0.005838075022
1257	0.00583147714
1258	0.005823976193
1259	0.005819085391
1260	0.005814721111
1261	0.005811637802
1262	0.005806789631
1263	0.005802747245
1264	0.005797736516
1265	0.005793390305
1266	0.005788482145
1267	0.005784048366
1268	0.005778731921
1269	0.005772797374
1270	0.005768546838
1271	0.005760836507
1272	0.005753474093
1273	0.005748663171
1274	0.005742365768
1275	0.00573771146
1276	0.005732987601
1277	0.005727104208
1278	0.005722320569
1279	0.005716586974
1280	0.005712802391
1281	0.005708680538
1282	0.005702570439
1283	0.005697742091
1284	0.005691330595
1285	0.005684013659
1286	0.005677842212
1287	0.005672514427
1288	0.005667568229
1289	0.005662346584
1290	0.005656548726
1291	0.005648539606
1292	0.005643053173
1293	0.005637417674
1294	0.00563223563
1295	0.005627899804
1296	0.00562088305
1297	0.00561517594
1298	0.005609592536
1299	0.005602817049
1300	0.005597741295
1301	0.005591799773
1302	0.005586513868
1303	0.005580099226
1304	0.005574268435
1305	0.005569867234
1306	0.005563151799
1307	0.005559587276
1308	0.005555439996
1309	0.00555128999
1310	0.005542533066
1311	0.005539239396
1312	0.005533745416
1313	0.005526669297
1314	0.005521448641
1315	0.005515668614
1316	0.005511071367
1317	0.005506854966
1318	0.005501898054
1319	0.005496460762
1320	0.005492667471
1321	0.005487917786
1322	0.005483758909
1323	0.005481438121
1324	0.005476777521
1325	0.005472198868
1326	0.00546551705
1327	0.005461461092
1328	0.005455978301
1329	0.005452254119
1330	0.005446685765
1331	0.005442421976
1332	0.005438283563
1333	0.005432357581
1334	0.005426735109
1335	0.005420236887
1336	0.005415480372
1337	0.005410940111
1338	0.005406723644
1339	0.005400289144
1340	0.005393529382
1341	0.00538889942
1342	0.005384478333
1343	0.005379251095
1344	0.005374653124
1345	0.005370882453
1346	0.005365157789
1347	0.00535965897
1348	0.005356169131
1349	0.005351511966
1350	0.005345866954
1351	0.005337910207
1352	0.005331648958
1353	0.005327222788
1354	0.005322007672
1355	0.005316316926
1356	0.005310040704
1357	0.005307483381
1358	0.005302652039
1359	0.005299771761
1360	0.00529395324
1361	0.005289522794
1362	0.005284049625
1363	0.005278084843
1364	0.005276761605
1365	0.005272342296
1366	0.005267119601
1367	0.005263220782
1368	0.005256658587
1369	0.005253146986
1370	0.005244096476
1371	0.005239817293
1372	0.005236041703
1373	0.005230236904
1374	0.005226205419
1375	0.005220864118
1376	0.005212082758
1377	0.005205661178
1378	0.005202061368
1379	0.005198558723
1380	0.005193140271
1381	0.005187366267
1382	0.005184514642
1383	0.005178047944
1384	0.005172854114
1385	0.005168083776
1386	0.00516396536
1387	0.005159254288
1388	0.00515453116
1389	0.005150271687
1390	0.005145335945
1391	0.005140380416
1392	0.005135005661
1393	0.005129694627
1394	0.005125326967
1395	0.005121099888
1396	0.00511779192
1397	0.005113529676
1398	0.005109844119
1399	0.005105069502
1400	0.005099110438
1401	0.005096079201
1402	0.005093607634
1403	0.005090105886
1404	0.005085809843
1405	0.005079542077
1406	0.005074946148
1407	0.005068309532
1408	0.005065913268
1409	0.005061218892
1410	0.005057059677
1411	0.00505334294
1412	0.005049974719
1413	0.005045762191
1414	0.005041885957
1415	0.005039556229
1416	0.005034546408
1417	0.005030106066
1418	0.005026166508
1419	0.00502259433
1420	0.005018717109
1421	0.005018702331
1422	0.005013568671
1423	0.005008901321
1424	0.005005367866
1425	0.005001934207
1426	0.004997832751
1427	0.004992569427
1428	0.004988125031
1429	0.004985327095
1430	0.004980655352
1431	0.004976141659
1432	0.004973471911
1433	0.004968966894
1434	0.004964583927
1435	0.004961026134
1436	0.004955578926
1437	0.004951164276
1438	0.004946123466
1439	0.004941587325
1440	0.004935199853
1441	0.004931530628
1442	0.004926936301
1443	0.004923853677
1444	0.004919373936
1445	0.004915126657
1446	0.004910135597
1447	0.004906448407
1448	0.004902546556
1449	0.004899034508
1450	0.004894063671
1451	0.004889925986
1452	0.004886171911
1453	0.004883215974
1454	0.004878179243
1455	0.00487488864
1456	0.004871171478
1457	0.004868011221
1458	0.00486371972
1459	0.004857815375
1460	0.004853905225
1461	0.004850158393
1462	0.004844267916
1463	0.004842096678
1464	0.004836802142
1465	0.00483215646
1466	0.004827922418
1467	0.00482417524
1468	0.004819625471
1469	0.004815431283
1470	0.004811848441
1471	0.004807950575
1472	0.004800170144
1473	0.004796916852
1474	0.004793386958
1475	0.004790437077
1476	0.004786190561
1477	0.004782561611
1478	0.004777892216
1479	0.004773530811
1480	0.004770617259
1481	0.004767792848
1482	0.004767771173
1483	0.004764967785
1484	0.004761476458
1485	0.004757882446
1486	0.004754089952
1487	0.004750721172
1488	0.00474756421
1489	0.004744345942
1490	0.00474109019
1491	0.00473828669
1492	0.004734713894
1493	0.004730506746
1494	0.00472750757
1495	0.004723819665
1496	0.004719569317
1497	0.004716205003
1498	0.004712803141
1499	0.004709344944
