iter	Passed	Remaining
1720	3118	10472
1721	3120	10470
1722	3121	10467
1723	3123	10464
1724	3125	10462
1725	3127	10461
1726	3128	10459
1727	3130	10455
1728	3131	10453
1729	3133	10450
1730	3135	10448
1731	3136	10445
1732	3138	10443
1733	3139	10440
1734	3141	10439
1735	3144	10439
1736	3146	10437
1737	3147	10435
1738	3149	10433
1739	3150	10430
1740	3152	10428
1741	3154	10426
1742	3156	10425
1743	3158	10423
1744	3159	10421
1745	3161	10419
1746	3163	10417
1747	3165	10415
1748	3166	10412
1749	3168	10409
1750	3169	10407
1751	3171	10405
1752	3173	10403
1753	3175	10401
1754	3176	10398
1755	3178	10396
1756	3180	10394
1757	3181	10392
1758	3183	10389
1759	3185	10388
1760	3187	10387
1761	3189	10387
1762	3191	10385
1763	3193	10383
1764	3194	10380
1765	3196	10378
1766	3198	10376
1767	3200	10376
1768	3202	10374
1769	3203	10372
1770	3205	10370
1771	3207	10366
1772	3208	10364
1773	3210	10362
1774	3212	10360
1775	3213	10358
1776	3215	10356
1777	3217	10354
1778	3219	10352
1779	3220	10349
1780	3222	10347
1781	3224	10345
1782	3225	10342
1783	3227	10340
1784	3229	10338
1785	3230	10336
1786	3232	10334
1787	3234	10332
1788	3235	10330
1789	3237	10328
1790	3239	10326
1791	3241	10323
1792	3242	10320
1793	3244	10319
1794	3246	10317
1795	3248	10315
1796	3249	10313
1797	3251	10312
1798	3253	10309
1799	3254	10307
1800	3256	10305
1801	3258	10302
1802	3260	10301
1803	3262	10299
1804	3264	10298
1805	3266	10297
1806	3268	10296
1807	3269	10293
1808	3271	10291
1809	3272	10288
1810	3274	10287
1811	3276	10285
1812	3278	10283
1813	3279	10280
1814	3281	10277
1815	3282	10275
1816	3284	10273
1817	3286	10272
1818	3288	10269
1819	3290	10268
1820	3291	10265
1821	3293	10263
1822	3295	10261
1823	3296	10259
1824	3298	10256
1825	3299	10254
1826	3301	10251
1827	3303	10249
1828	3305	10248
1829	3306	10245
1830	3308	10244
1831	3310	10241
1832	3311	10239
1833	3313	10237
1834	3315	10234
1835	3316	10232
1836	3318	10230
1837	3320	10229
1838	3322	10229
1839	3324	10227
1840	3326	10225
1841	3328	10223
1842	3330	10221
1843	3331	10219
1844	3333	10217
1845	3335	10215
1846	3337	10214
1847	3339	10212
1848	3340	10210
1849	3342	10208
1850	3344	10206
1851	3346	10204
1852	3348	10203
1853	3349	10201
1854	3351	10199
1855	3353	10198
1856	3355	10196
1857	3357	10194
1858	3358	10192
1859	3360	10190
1860	3362	10189
1861	3364	10188
1862	3366	10186
1863	3368	10184
1864	3370	10182
1865	3371	10180
1866	3373	10178
1867	3375	10175
1868	3376	10173
1869	3378	10171
1870	3380	10169
1871	3381	10167
1872	3383	10164
1873	3384	10161
1874	3386	10159
1875	3388	10157
1876	3389	10154
1877	3391	10152
1878	3393	10150
1879	3394	10148
1880	3396	10146
1881	3398	10143
1882	3399	10141
1883	3401	10139
1884	3403	10137
1885	3405	10135
1886	3406	10133
1887	3408	10131
1888	3410	10130
1889	3412	10128
1890	3413	10126
1891	3415	10125
1892	3417	10123
1893	3419	10120
1894	3421	10118
1895	3422	10117
1896	3424	10115
1897	3426	10113
1898	3428	10111
1899	3429	10109
1900	3431	10106
1901	3433	10105
1902	3435	10103
1903	3437	10101
1904	3439	10100
1905	3441	10099
1906	3443	10098
1907	3444	10096
1908	3446	10094
1909	3448	10092
1910	3450	10090
1911	3452	10088
1912	3453	10087
1913	3455	10085
1914	3457	10083
1915	3459	10081
1916	3460	10078
1917	3462	10075
1918	3463	10074
1919	3465	10071
1920	3467	10070
1921	3469	10068
1922	3471	10066
1923	3473	10065
1924	3474	10063
1925	3476	10061
1926	3478	10059
1927	3480	10058
1928	3482	10057
1929	3483	10054
1930	3485	10053
1931	3487	10051
1932	3489	10049
1933	3491	10047
1934	3492	10045
1935	3494	10042
1936	3496	10040
1937	3497	10038
1938	3499	10035
1939	3500	10033
1940	3502	10031
1941	3504	10030
1942	3506	10028
1943	3508	10026
1944	3509	10024
1945	3511	10023
1946	3513	10021
1947	3515	10019
1948	3517	10017
1949	3518	10015
1950	3520	10013
1951	3522	10011
1952	3524	10009
1953	3526	10008
1954	3528	10007
1955	3530	10006
1956	3532	10004
1957	3533	10002
1958	3535	9999
1959	3537	9998
1960	3539	9996
1961	3540	9994
1962	3542	9992
1963	3544	9990
1964	3545	9988
1965	3547	9986
1966	3549	9984
1967	3551	9981
1968	3552	9979
1969	3554	9977
1970	3556	9976
1971	3558	9974
1972	3559	9972
1973	3561	9970
1974	3563	9967
1975	3564	9965
1976	3566	9963
1977	3568	9961
1978	3570	9959
1979	3572	9958
1980	3573	9956
1981	3575	9954
1982	3577	9952
1983	3578	9950
1984	3580	9948
1985	3582	9946
1986	3584	9944
1987	3585	9942
1988	3587	9941
1989	3589	9939
1990	3591	9937
1991	3593	9935
1992	3594	9932
1993	3596	9930
1994	3597	9928
1995	3599	9926
1996	3601	9924
1997	3603	9921
1998	3604	9919
1999	3606	9917
2000	3607	9915
2001	3609	9912
2002	3611	9911
2003	3613	9909
2004	3615	9907
2005	3616	9905
2006	3618	9903
2007	3619	9900
2008	3621	9898
2009	3623	9896
2010	3624	9893
2011	3626	9890
2012	3627	9888
2013	3629	9887
2014	3631	9885
2015	3633	9883
2016	3635	9881
2017	3636	9879
2018	3638	9876
2019	3640	9875
2020	3641	9872
2021	3643	9870
2022	3645	9868
2023	3646	9866
2024	3648	9864
2025	3650	9862
2026	3652	9860
2027	3653	9858
2028	3655	9856
2029	3657	9854
2030	3658	9852
2031	3660	9850
2032	3662	9849
2033	3664	9847
2034	3666	9845
2035	3668	9843
2036	3669	9841
2037	3671	9839
2038	3672	9836
2039	3674	9835
2040	3676	9833
2041	3678	9832
2042	3680	9830
2043	3681	9827
2044	3683	9825
2045	3684	9822
2046	3686	9821
2047	3688	9818
2048	3690	9816
2049	3691	9814
2050	3693	9812
2051	3695	9810
2052	3696	9808
2053	3698	9806
2054	3700	9804
2055	3702	9803
2056	3704	9802
2057	3705	9799
2058	3707	9797
2059	3709	9795
2060	3711	9793
2061	3713	9792
2062	3714	9790
2063	3716	9788
2064	3718	9787
2065	3720	9785
2066	3722	9784
2067	3724	9782
2068	3725	9780
2069	3727	9778
2070	3729	9776
2071	3731	9774
2072	3733	9773
2073	3734	9771
2074	3736	9768
2075	3738	9766
2076	3739	9764
2077	3741	9762
2078	3743	9759
2079	3744	9757
2080	3746	9755
2081	3748	9753
2082	3749	9750
2083	3750	9748
2084	3752	9745
2085	3754	9743
2086	3755	9740
2087	3757	9738
2088	3758	9735
2089	3760	9733
2090	3761	9731
2091	3763	9728
2092	3764	9726
2093	3766	9723
2094	3767	9721
2095	3769	9718
2096	3771	9716
2097	3772	9713
2098	3774	9711
2099	3775	9708
2100	3777	9706
2101	3778	9704
2102	3780	9701
2103	3781	9699
2104	3783	9696
2105	3785	9694
2106	3786	9692
2107	3788	9690
2108	3790	9688
2109	3791	9685
2110	3793	9683
2111	3795	9681
2112	3796	9679
2113	3798	9676
2114	3799	9674
2115	3801	9672
2116	3802	9669
2117	3804	9666
2118	3805	9664
2119	3807	9662
2120	3808	9659
2121	3810	9657
2122	3811	9654
2123	3813	9652
2124	3814	9649
2125	3816	9646
2126	3818	9644
2127	3819	9642
2128	3821	9640
2129	3823	9638
2130	3824	9636
2131	3826	9634
2132	3827	9631
2133	3829	9629
2134	3831	9626
2135	3832	9624
2136	3833	9621
2137	3835	9619
2138	3837	9617
2139	3838	9614
2140	3840	9612
2141	3841	9609
2142	3843	9606
2143	3844	9603
2144	3845	9601
2145	3847	9598
2146	3848	9596
2147	3850	9593
2148	3852	9591
2149	3853	9589
2150	3855	9586
2151	3856	9584
2152	3858	9581
2153	3859	9579
2154	3861	9576
2155	3862	9573
2156	3864	9571
2157	3865	9569
2158	3867	9567
2159	3869	9565
2160	3870	9563
2161	3873	9562
2162	3875	9561
2163	3876	9559
2164	3878	9558
2165	3880	9557
2166	3882	9556
2167	3885	9555
2168	3887	9554
2169	3889	9552
2170	3890	9550
2171	3892	9548
2172	3894	9547
2173	3897	9547
2174	3899	9547
2175	3901	9546
2176	3903	9544
2177	3905	9542
2178	3906	9540
2179	3908	9538
2180	3910	9535
2181	3911	9534
2182	3913	9532
2183	3915	9531
2184	3917	9529
2185	3919	9527
2186	3920	9525
2187	3922	9523
2188	3924	9521
2189	3926	9519
2190	3927	9517
2191	3929	9515
2192	3931	9513
2193	3932	9511
2194	3934	9509
2195	3935	9506
2196	3937	9504
2197	3939	9501
2198	3940	9499
2199	3942	9497
2200	3943	9495
2201	3945	9493
2202	3947	9490
2203	3948	9487
2204	3950	9485
2205	3951	9483
2206	3953	9480
2207	3954	9478
2208	3956	9475
2209	3957	9473
2210	3959	9470
2211	3960	9468
2212	3962	9466
2213	3964	9464
2214	3965	9461
2215	3967	9459
2216	3968	9456
2217	3970	9454
2218	3971	9452
2219	3973	9450
2220	3975	9448
2221	3976	9446
2222	3978	9444
2223	3980	9441
2224	3981	9438
2225	3982	9435
2226	3984	9433
2227	3985	9431
2228	3987	9429
2229	3989	9427
2230	3991	9426
2231	3993	9424
2232	3994	9422
2233	3996	9419
2234	3997	9417
2235	3999	9414
2236	4000	9412
2237	4002	9410
2238	4004	9408
2239	4005	9405
2240	4007	9403
2241	4008	9401
2242	4010	9398
2243	4011	9396
2244	4013	9393
2245	4014	9391
2246	4016	9389
2247	4017	9386
2248	4019	9383
2249	4020	9381
2250	4022	9379
2251	4023	9376
2252	4025	9374
2253	4026	9371
2254	4028	9369
2255	4029	9366
2256	4031	9364
2257	4032	9362
2258	4034	9359
2259	4035	9356
2260	4037	9354
2261	4038	9351
2262	4039	9349
2263	4041	9347
2264	4043	9344
2265	4044	9343
2266	4046	9340
2267	4048	9338
2268	4049	9336
2269	4051	9333
2270	4052	9331
2271	4054	9329
2272	4055	9326
2273	4057	9324
2274	4058	9321
2275	4060	9319
2276	4061	9317
2277	4063	9314
2278	4065	9312
2279	4066	9310
2280	4068	9307
2281	4069	9305
2282	4070	9302
2283	4072	9299
2284	4073	9297
2285	4075	9295
2286	4076	9292
2287	4078	9290
2288	4080	9288
2289	4081	9286
2290	4083	9284
2291	4085	9282
2292	4086	9279
2293	4088	9277
2294	4090	9276
2295	4091	9274
2296	4093	9272
2297	4094	9269
2298	4096	9267
2299	4097	9264
2300	4098	9261
2301	4100	9259
2302	4102	9257
2303	4103	9255
2304	4105	9253
2305	4107	9251
2306	4108	9248
2307	4110	9247
2308	4112	9245
2309	4114	9244
2310	4115	9241
2311	4117	9239
2312	4119	9237
2313	4120	9235
2314	4122	9233
2315	4123	9230
2316	4125	9227
2317	4126	9225
2318	4128	9222
2319	4129	9220
2320	4131	9217
2321	4132	9215
2322	4134	9213
2323	4136	9212
2324	4137	9210
2325	4139	9208
2326	4141	9206
2327	4142	9203
2328	4144	9201
2329	4146	9200
2330	4147	9197
2331	4149	9196
2332	4151	9193
2333	4153	9192
2334	4154	9190
2335	4156	9189
2336	4158	9187
2337	4160	9185
2338	4161	9183
2339	4164	9182
2340	4166	9180
2341	4167	9178
2342	4169	9177
2343	4171	9175
2344	4173	9173
2345	4174	9171
2346	4176	9170
2347	4178	9169
2348	4180	9167
2349	4182	9166
2350	4184	9164
2351	4186	9163
2352	4188	9161
2353	4189	9158
2354	4191	9156
2355	4193	9155
2356	4195	9153
2357	4196	9151
2358	4198	9150
2359	4200	9148
2360	4202	9146
2361	4203	9144
2362	4205	9142
2363	4207	9141
2364	4209	9140
2365	4211	9138
2366	4213	9136
2367	4214	9134
2368	4216	9132
2369	4218	9130
2370	4219	9128
2371	4221	9126
2372	4223	9124
2373	4224	9122
2374	4226	9120
2375	4227	9117
2376	4229	9115
2377	4231	9113
2378	4233	9112
2379	4234	9110
2380	4236	9108
2381	4238	9106
2382	4240	9105
2383	4241	9103
2384	4244	9101
2385	4245	9100
2386	4247	9098
2387	4249	9096
2388	4251	9094
2389	4252	9093
2390	4254	9091
2391	4256	9088
2392	4257	9086
2393	4259	9084
2394	4260	9082
2395	4262	9079
2396	4263	9077
2397	4265	9075
2398	4267	9073
2399	4269	9072
2400	4270	9069
2401	4272	9068
2402	4274	9065
2403	4275	9064
2404	4277	9062
2405	4279	9060
2406	4281	9059
2407	4282	9056
2408	4284	9055
2409	4286	9053
2410	4288	9051
2411	4290	9050
2412	4292	9048
2413	4294	9047
2414	4296	9046
2415	4298	9044
2416	4299	9042
2417	4301	9039
2418	4302	9037
2419	4304	9036
2420	4306	9033
2421	4308	9032
2422	4310	9031
2423	4312	9030
2424	4314	9028
2425	4316	9027
2426	4318	9026
2427	4319	9023
2428	4321	9022
2429	4323	9020
2430	4325	9018
2431	4326	9016
2432	4328	9015
2433	4330	9013
2434	4332	9011
2435	4334	9009
2436	4335	9007
2437	4337	9006
2438	4339	9003
2439	4340	9002
2440	4342	9000
2441	4344	8998
2442	4346	8996
2443	4347	8994
2444	4349	8993
2445	4351	8990
2446	4353	8989
2447	4355	8987
2448	4356	8985
2449	4358	8983
2450	4359	8980
2451	4361	8979
2452	4363	8977
2453	4364	8975
2454	4366	8973
2455	4368	8971
2456	4370	8970
2457	4372	8969
2458	4374	8967
2459	4376	8965
2460	4377	8963
2461	4379	8961
2462	4381	8959
2463	4383	8958
2464	4384	8956
2465	4386	8954
2466	4388	8953
2467	4390	8952
2468	4392	8951
2469	4394	8949
2470	4396	8948
2471	4398	8946
2472	4400	8944
2473	4401	8942
2474	4403	8940
2475	4405	8938
2476	4406	8936
2477	4408	8933
2478	4409	8931
2479	4411	8930
2480	4413	8928
2481	4415	8926
2482	4417	8925
2483	4419	8923
2484	4421	8922
2485	4422	8920
2486	4424	8918
2487	4426	8916
2488	4427	8914
2489	4429	8912
2490	4431	8911
2491	4433	8909
2492	4435	8907
2493	4436	8905
2494	4438	8903
2495	4440	8902
2496	4442	8900
2497	4443	8898
2498	4445	8896
2499	4447	8894
2500	4449	8892
2501	4450	8890
2502	4452	8888
2503	4454	8886
2504	4456	8885
2505	4457	8883
2506	4459	8881
2507	4461	8879
2508	4462	8877
2509	4464	8875
2510	4466	8873
2511	4468	8872
2512	4470	8870
2513	4471	8869
2514	4473	8866
2515	4475	8865
2516	4477	8863
2517	4478	8861
2518	4480	8860
2519	4482	8857
2520	4484	8856
2521	4485	8854
2522	4487	8852
2523	4489	8851
2524	4491	8849
2525	4493	8847
2526	4494	8845
2527	4496	8843
2528	4498	8843
2529	4500	8841
2530	4502	8839
2531	4504	8837
2532	4506	8836
2533	4508	8835
2534	4510	8834
2535	4512	8833
2536	4514	8832
2537	4517	8831
2538	4519	8829
2539	4521	8828
2540	4523	8827
2541	4524	8825
2542	4526	8824
2543	4528	8822
2544	4531	8822
2545	4533	8820
2546	4534	8818
2547	4536	8817
2548	4538	8815
2549	4540	8814
2550	4542	8813
2551	4544	8811
2552	4546	8809
2553	4548	8807
2554	4549	8805
2555	4551	8804
2556	4553	8802
2557	4555	8801
2558	4557	8800
2559	4559	8798
2560	4561	8796
2561	4563	8794
2562	4564	8793
2563	4566	8791
2564	4568	8790
2565	4570	8788
2566	4572	8787
2567	4574	8785
2568	4577	8785
2569	4578	8783
2570	4580	8782
2571	4582	8780
2572	4584	8778
2573	4586	8776
2574	4588	8775
2575	4589	8773
2576	4591	8771
2577	4593	8769
2578	4595	8768
2579	4597	8766
2580	4598	8764
2581	4600	8763
2582	4602	8761
2583	4604	8760
2584	4606	8757
2585	4607	8755
2586	4609	8753
2587	4611	8751
2588	4612	8749
2589	4614	8748
2590	4616	8746
2591	4618	8745
2592	4620	8743
2593	4622	8741
2594	4623	8739
2595	4625	8738
2596	4627	8736
2597	4629	8734
2598	4631	8733
2599	4633	8732
2600	4635	8730
2601	4636	8728
2602	4638	8726
2603	4640	8725
2604	4642	8723
2605	4644	8721
2606	4646	8720
2607	4647	8718
2608	4649	8716
2609	4651	8714
2610	4652	8712
2611	4654	8710
2612	4656	8708
2613	4657	8706
2614	4659	8704
2615	4661	8702
2616	4663	8701
2617	4665	8699
2618	4666	8697
2619	4668	8695
2620	4669	8693
2621	4671	8691
2622	4673	8689
2623	4675	8687
2624	4676	8685
2625	4678	8683
2626	4680	8681
2627	4681	8679
2628	4683	8676
2629	4684	8674
2630	4686	8672
2631	4687	8670
2632	4690	8669
2633	4692	8668
2634	4693	8666
2635	4695	8664
2636	4697	8662
2637	4699	8660
2638	4701	8659
2639	4702	8657
2640	4704	8655
2641	4706	8653
2642	4708	8651
2643	4709	8650
2644	4711	8647
2645	4712	8645
2646	4714	8643
2647	4716	8641
2648	4717	8639
2649	4719	8637
2650	4721	8635
2651	4722	8633
2652	4724	8630
2653	4725	8629
2654	4727	8627
2655	4729	8625
2656	4730	8623
2657	4732	8621
2658	4734	8618
2659	4735	8616
2660	4737	8614
2661	4738	8612
2662	4740	8610
2663	4742	8608
2664	4743	8606
2665	4745	8604
2666	4747	8602
2667	4749	8601
2668	4750	8599
2669	4752	8597
2670	4754	8595
2671	4755	8593
2672	4757	8591
2673	4758	8588
2674	4760	8586
2675	4762	8584
2676	4764	8583
2677	4766	8581
2678	4767	8580
2679	4769	8577
2680	4770	8575
2681	4772	8573
2682	4773	8571
2683	4775	8569
2684	4777	8567
2685	4779	8565
2686	4780	8563
2687	4782	8561
2688	4784	8559
2689	4785	8557
2690	4787	8555
2691	4789	8553
2692	4790	8551
2693	4792	8549
2694	4794	8547
2695	4795	8545
2696	4797	8543
2697	4799	8541
2698	4800	8539
2699	4802	8538
2700	4804	8536
2701	4806	8534
2702	4807	8532
2703	4809	8530
2704	4811	8528
2705	4812	8526
2706	4814	8524
2707	4816	8522
2708	4817	8520
2709	4819	8518
2710	4821	8516
2711	4823	8515
2712	4824	8513
2713	4826	8511
2714	4828	8509
2715	4829	8507
2716	4831	8505
2717	4833	8503
2718	4834	8501
2719	4836	8499
2720	4838	8498
2721	4840	8496
2722	4841	8494
2723	4843	8492
2724	4845	8490
2725	4846	8487
2726	4848	8485
2727	4849	8483
2728	4851	8481
2729	4853	8479
2730	4854	8477
2731	4856	8475
2732	4858	8473
2733	4859	8471
2734	4861	8470
2735	4863	8468
2736	4865	8466
2737	4867	8465
2738	4868	8463
2739	4870	8461
2740	4872	8460
2741	4874	8459
2742	4877	8458
2743	4879	8456
2744	4881	8455
2745	4883	8455
2746	4886	8454
2747	4888	8452
2748	4889	8451
2749	4892	8450
2750	4894	8448
2751	4896	8447
2752	4898	8446
2753	4900	8445
2754	4902	8444
2755	4904	8442
2756	4906	8441
2757	4909	8440
2758	4911	8440
2759	4913	8439
2760	4915	8437
2761	4917	8435
2762	4919	8434
2763	4921	8432
2764	4923	8430
2765	4924	8428
2766	4926	8427
2767	4928	8425
2768	4930	8423
2769	4931	8421
2770	4933	8419
2771	4935	8418
2772	4937	8415
2773	4938	8414
2774	4940	8412
2775	4942	8410
2776	4944	8408
2777	4946	8407
2778	4947	8405
2779	4949	8403
2780	4951	8401
2781	4952	8399
2782	4955	8399
2783	4957	8397
2784	4959	8395
2785	4960	8393
2786	4962	8391
2787	4964	8390
2788	4965	8388
2789	4967	8386
2790	4969	8384
2791	4971	8382
2792	4972	8380
2793	4974	8378
2794	4976	8376
2795	4977	8374
2796	4979	8373
2797	4981	8371
2798	4983	8369
2799	4985	8367
2800	4986	8366
2801	4988	8364
2802	4990	8362
2803	4992	8360
2804	4993	8358
2805	4995	8356
2806	4997	8355
2807	4999	8353
2808	5000	8351
2809	5002	8349
2810	5004	8347
2811	5006	8346
2812	5008	8345
2813	5010	8343
2814	5012	8342
2815	5014	8340
2816	5015	8338
2817	5017	8335
2818	5018	8333
2819	5020	8332
2820	5022	8330
2821	5023	8328
2822	5025	8326
2823	5027	8324
2824	5029	8322
2825	5030	8320
2826	5032	8318
2827	5034	8316
2828	5036	8315
2829	5038	8313
2830	5039	8311
2831	5041	8309
2832	5042	8307
2833	5044	8305
2834	5046	8303
2835	5048	8302
2836	5050	8300
2837	5051	8298
2838	5053	8296
2839	5055	8294
2840	5056	8293
2841	5059	8291
2842	5060	8289
2843	5062	8287
2844	5064	8285
2845	5065	8284
2846	5067	8282
2847	5069	8280
2848	5071	8278
2849	5073	8277
2850	5075	8276
2851	5077	8274
2852	5079	8272
2853	5080	8270
2854	5082	8269
2855	5084	8267
2856	5086	8265
2857	5088	8264
2858	5089	8262
2859	5091	8260
2860	5093	8258
2861	5094	8256
2862	5096	8254
2863	5098	8252
2864	5100	8250
2865	5102	8249
2866	5103	8247
2867	5105	8245
2868	5107	8244
2869	5108	8241
2870	5110	8239
2871	5112	8238
2872	5114	8236
2873	5116	8234
2874	5117	8232
2875	5119	8230
2876	5120	8228
2877	5122	8226
2878	5124	8224
2879	5126	8223
2880	5127	8220
2881	5128	8218
2882	5130	8216
2883	5132	8215
2884	5134	8213
2885	5136	8211
2886	5138	8209
2887	5139	8207
2888	5141	8206
2889	5143	8204
2890	5145	8202
2891	5147	8201
2892	5148	8199
2893	5150	8196
2894	5151	8194
2895	5153	8192
2896	5154	8190
2897	5156	8188
2898	5158	8186
2899	5160	8185
2900	5162	8183
2901	5163	8181
2902	5165	8179
2903	5167	8177
2904	5168	8175
2905	5170	8174
2906	5172	8172
2907	5173	8170
2908	5175	8167
2909	5177	8165
2910	5178	8164
2911	5180	8162
2912	5182	8160
2913	5183	8158
2914	5185	8156
2915	5187	8154
2916	5189	8153
2917	5191	8152
2918	5193	8150
2919	5195	8148
2920	5197	8147
2921	5198	8145
2922	5200	8143
2923	5202	8141
2924	5203	8139
2925	5205	8137
2926	5207	8135
2927	5208	8133
2928	5210	8131
2929	5212	8129
2930	5213	8127
2931	5215	8126
2932	5217	8124
2933	5219	8122
2934	5221	8120
2935	5223	8119
2936	5225	8117
2937	5226	8115
2938	5228	8113
2939	5229	8111
2940	5231	8109
2941	5233	8108
2942	5235	8106
2943	5237	8105
2944	5239	8103
2945	5240	8101
2946	5242	8099
2947	5244	8097
2948	5246	8095
2949	5247	8094
2950	5249	8092
2951	5251	8090
2952	5252	8088
2953	5254	8086
2954	5256	8084
2955	5257	8082
2956	5259	8080
2957	5261	8078
2958	5262	8076
2959	5265	8075
2960	5266	8073
2961	5268	8071
2962	5270	8069
2963	5271	8068
2964	5273	8066
2965	5275	8064
2966	5277	8062
2967	5279	8061
2968	5281	8059
2969	5283	8057
2970	5284	8056
2971	5286	8054
2972	5288	8052
2973	5289	8050
2974	5291	8048
2975	5293	8046
2976	5295	8045
2977	5297	8043
2978	5299	8041
2979	5300	8039
2980	5302	8038
2981	5304	8036
2982	5305	8034
2983	5307	8032
2984	5308	8030
2985	5310	8028
2986	5312	8026
2987	5314	8024
2988	5316	8023
2989	5317	8020
2990	5319	8019
2991	5321	8017
2992	5323	8015
2993	5324	8014
2994	5326	8012
2995	5328	8009
2996	5329	8007
2997	5331	8006
2998	5333	8004
2999	5334	8002
3000	5336	8000
3001	5338	7998
3002	5339	7996
3003	5341	7994
3004	5343	7992
3005	5344	7990
3006	5346	7988
3007	5348	7986
3008	5349	7984
3009	5351	7983
3010	5353	7981
3011	5355	7979
3012	5356	7977
3013	5358	7975
3014	5360	7973
3015	5361	7971
3016	5363	7969
3017	5365	7968
3018	5367	7966
3019	5368	7964
3020	5370	7962
3021	5372	7960
3022	5373	7958
3023	5375	7956
3024	5377	7954
3025	5378	7952
3026	5380	7950
3027	5382	7948
3028	5383	7946
3029	5385	7944
3030	5386	7942
3031	5388	7940
3032	5390	7938
3033	5391	7936
3034	5393	7934
3035	5395	7932
3036	5396	7931
3037	5398	7928
3038	5400	7926
3039	5401	7925
3040	5403	7923
3041	5405	7921
3042	5407	7919
3043	5408	7917
3044	5410	7915
3045	5412	7914
3046	5414	7912
3047	5416	7910
3048	5417	7908
3049	5419	7907
3050	5421	7905
3051	5422	7903
3052	5424	7901
3053	5426	7900
3054	5428	7899
3055	5430	7897
3056	5432	7895
3057	5434	7893
3058	5436	7891
3059	5438	7890
3060	5439	7888
3061	5441	7887
3062	5443	7885
3063	5445	7883
3064	5446	7881
3065	5448	7879
3066	5450	7878
3067	5452	7876
3068	5453	7874
3069	5455	7871
3070	5457	7871
3071	5459	7869
3072	5461	7867
3073	5462	7865
3074	5464	7863
3075	5466	7861
3076	5467	7859
3077	5469	7857
3078	5471	7856
3079	5473	7854
3080	5475	7852
3081	5477	7851
3082	5479	7849
3083	5481	7848
3084	5483	7847
3085	5484	7845
3086	5487	7844
3087	5489	7842
3088	5490	7840
3089	5492	7838
3090	5494	7836
3091	5495	7834
3092	5497	7832
3093	5498	7830
3094	5500	7828
3095	5502	7827
3096	5504	7825
3097	5505	7823
3098	5507	7821
3099	5509	7820
3100	5511	7818
3101	5512	7816
3102	5514	7814
3103	5516	7812
3104	5518	7810
3105	5519	7808
3106	5521	7807
3107	5523	7805
3108	5524	7802
3109	5526	7800
3110	5528	7798
3111	5529	7797
3112	5531	7795
3113	5533	7793
3114	5534	7791
3115	5536	7789
3116	5537	7786
3117	5539	7784
3118	5541	7783
3119	5542	7781
3120	5544	7779
3121	5546	7777
3122	5547	7775
3123	5549	7773
3124	5551	7771
3125	5552	7769
3126	5554	7768
3127	5556	7766
3128	5558	7764
3129	5560	7762
3130	5561	7761
3131	5563	7758
3132	5565	7757
3133	5566	7754
3134	5568	7752
3135	5569	7750
3136	5571	7749
3137	5573	7747
3138	5575	7746
3139	5577	7744
3140	5578	7742
3141	5580	7740
3142	5582	7738
3143	5584	7736
3144	5586	7735
3145	5587	7733
3146	5589	7731
3147	5591	7729
3148	5592	7727
3149	5594	7726
3150	5596	7724
3151	5598	7722
3152	5599	7720
3153	5601	7718
3154	5603	7716
3155	5604	7714
3156	5606	7712
3157	5607	7710
3158	5609	7708
3159	5611	7706
3160	5612	7704
3161	5614	7702
3162	5616	7700
3163	5617	7698
3164	5619	7696
3165	5621	7694
3166	5622	7692
3167	5624	7690
3168	5625	7688
3169	5627	7686
3170	5628	7683
3171	5629	7681
3172	5631	7679
3173	5633	7677
3174	5634	7675
3175	5636	7673
3176	5637	7671
3177	5639	7669
3178	5640	7667
3179	5642	7664
3180	5643	7662
3181	5644	7660
3182	5646	7658
3183	5648	7656
3184	5649	7654
3185	5651	7652
3186	5652	7650
3187	5654	7647
3188	5655	7645
3189	5657	7643
3190	5658	7641
3191	5659	7638
3192	5661	7637
3193	5663	7635
3194	5664	7633
3195	5666	7630
3196	5667	7628
3197	5669	7626
3198	5670	7624
3199	5672	7622
3200	5673	7619
3201	5675	7617
3202	5677	7616
3203	5678	7613
3204	5680	7611
3205	5681	7610
3206	5683	7608
3207	5684	7605
3208	5686	7603
3209	5688	7601
3210	5689	7599
3211	5691	7597
3212	5693	7596
3213	5694	7594
3214	5696	7591
3215	5697	7589
3216	5699	7587
3217	5700	7585
3218	5701	7583
3219	5703	7580
3220	5704	7578
3221	5706	7577
3222	5708	7575
3223	5710	7573
3224	5711	7571
3225	5713	7569
3226	5715	7567
3227	5716	7565
3228	5718	7563
3229	5719	7560
3230	5721	7559
3231	5722	7556
3232	5723	7554
3233	5725	7552
3234	5726	7550
3235	5728	7548
3236	5730	7546
3237	5731	7544
3238	5733	7541
3239	5734	7539
3240	5736	7537
3241	5737	7536
3242	5739	7534
3243	5741	7532
3244	5742	7529
3245	5743	7527
3246	5745	7525
3247	5746	7523
3248	5748	7521
3249	5749	7518
3250	5751	7517
3251	5753	7515
3252	5754	7512
3253	5756	7511
3254	5757	7509
3255	5759	7507
3256	5760	7504
3257	5762	7502
3258	5763	7500
3259	5765	7498
3260	5766	7496
3261	5768	7494
3262	5769	7491
3263	5771	7489
3264	5772	7487
3265	5773	7484
3266	5775	7482
3267	5776	7480
3268	5777	7478
3269	5779	7476
3270	5781	7474
3271	5782	7472
3272	5783	7469
3273	5785	7467
